Date,Open,High,Low,Close,Adj Close,Volume,Days
2021-09-07,61.435001,64.18,61.235001,63.580002,63.580002,16929100,534
2021-09-08,63.749001,64.580002,62.380001,63.389999,63.389999,13095400,535
2021-09-09,63.23,64.5,62.82,63.669998,63.669998,10012100,536
2021-09-10,64.084999,64.489998,62.419998,62.459999,62.459999,8569000,537
2021-09-13,62.900002,62.98,59.25,60.459999,60.459999,11673900,538
2021-09-14,60.007,61.330002,58.820999,59.049999,59.049999,8923600,539
2021-09-15,59.110001,60.549999,58.540001,59.84,59.84,7993500,540
2021-09-16,59.59,60.18,59.060001,59.970001,59.970001,5754300,541
2021-09-17,60.023998,60.84,59.115002,60.419998,60.419998,9419300,542
2021-09-20,57.950001,58.939999,55.990002,57,57,11255200,543
2021-09-21,56.009998,58.02,52.330002,52.77,52.77,40173800,544
2021-09-22,52.450001,53.290001,51.570999,52.630001,52.630001,20423400,545
2021-09-23,52.919998,53.849998,51.529999,51.75,51.75,18873700,546
2021-09-24,51.580002,52.32,50.950001,51.330002,51.330002,10630000,547
2021-09-27,51.25,51.889999,50.419998,51.389999,51.389999,9496200,548
2021-09-28,50.650002,51.209,49.41,49.93,49.93,11528600,549
2021-09-29,50,50.450001,48.105,48.32,48.32,13936600,550
2021-09-30,48.459999,48.990002,47.540001,48.16,48.16,10865800,551
2021-10-01,48.59,50.790001,48.470001,50.560001,50.560001,12745600,552
2021-10-04,50.330002,50.764999,48.27,48.459999,48.459999,12381400,553
2021-10-05,48.720001,50.540001,48.48,49.290001,49.290001,10037900,554
2021-10-06,48.790001,49.790001,48.450001,48.990002,48.990002,8230900,555
2021-10-07,49.779999,51.07,49.275002,49.369999,49.369999,10690800,556
2021-10-08,49.5,49.82,47.82,47.91,47.91,11820400,557
2021-10-11,48.48,49.93,48.389999,48.880001,48.880001,10683200,558
2021-10-12,48.799999,49.900002,48.490002,48.939999,48.939999,8954200,559
2021-10-13,49.610001,50.490002,49.560001,49.82,49.82,9327600,560
2021-10-14,50.240002,51.299999,49.32,49.360001,49.360001,11330800,561
2021-10-15,49.5,49.75,47.84,48.080002,48.080002,21321900,562
2021-10-18,48.119999,49.619999,47.939999,48.650002,48.650002,10436000,563
2021-10-19,49.027,50.23,48.009998,48.84,48.84,15687300,564
2021-10-20,48.91,49.630001,48.411999,49.09,49.09,8417200,565
2021-10-21,49.200001,49.904999,48.759998,48.919998,48.919998,7307900,566
2021-10-22,48.549999,48.549999,46.07,46.110001,46.110001,19040100,567
2021-10-25,46.049999,47.349998,45.362999,46.82,46.82,10974300,568
2021-10-26,49.610001,50.48,48.389999,48.75,48.75,26186700,569
2021-10-27,48.73,49.453999,47.740002,47.830002,47.830002,9071600,570
2021-10-28,48.23,48.23,46.66,47.18,47.18,9316800,571
2021-10-29,47.355,47.799999,46.349998,46.59,46.59,8278800,572
2021-11-01,46.950001,49.119999,46.749001,49.02,49.02,9215600,573
2021-11-02,48.044998,48.150002,46.700001,47.599998,47.599998,12777800,574
2021-11-03,47.790001,48.169998,46.450001,46.84,46.84,11842200,575
2021-11-04,47.34,47.419998,43.68,44.68,44.68,30306800,576
2021-11-05,42.365002,45.970001,42.150002,43.619999,43.619999,37300600,577
2021-11-08,43.880001,45.139999,43.040001,44.779999,44.779999,16813900,578
2021-11-09,44.889999,45.25,42.650002,43.049999,43.049999,15060800,579
2021-11-10,42.549999,43.09,40.639999,41.080002,41.080002,17967400,580
2021-11-11,41.25,41.75,40.619999,40.709999,40.709999,12471100,581
2021-11-12,40.855999,41.900002,39.970001,40.509998,40.509998,13356800,582
2021-11-15,40.785999,41.264999,39.169998,39.360001,39.360001,15767700,583
2021-11-16,39.43,39.869999,38.330002,39.279999,39.279999,16767200,584
2021-11-17,39.256001,39.5,37.759998,37.869999,37.869999,13296500,585
2021-11-18,37.869999,38.59,36.349998,36.619999,36.619999,17188600,586
2021-11-19,36.619999,37.57,35.919998,36.139999,36.139999,14870900,587
2021-11-22,36.41,37.450001,35.82,36.790001,36.790001,18573800,588
2021-11-23,36.810001,37.709999,34.419998,35.040001,35.040001,22711400,589
2021-11-24,34.75,35.900002,34.75,35.580002,35.580002,11147700,590
2021-11-26,34.889999,36.200001,34.750999,36.040001,36.040001,8430900,591
2021-11-29,36.450001,36.57,34.52,35.200001,35.200001,13816000,592
2021-11-30,34.957001,35.27,33.330002,34.549999,34.549999,15837500,593
2021-12-01,34.75,34.970001,31.139999,31.24,31.24,21487800,594
2021-12-02,31.051001,32.549999,30.41,31.299999,31.299999,27871000,595
2021-12-03,31.200001,31.23,27.475,28.370001,28.370001,30225200,596
2021-12-06,28.155001,31.07,27.52,30.68,30.68,24490500,597
2021-12-07,31.9,32.68,31.139999,31.27,31.27,20969400,598
2021-12-08,31.41,33.93,30.83,33.380001,33.380001,14173300,599
2021-12-09,32.610001,33.259998,31.379999,31.450001,31.450001,13554600,600
2021-12-10,31.575001,32.469002,30.105,30.41,30.41,10930200,601
2021-12-13,30.110001,30.49,28.58,28.85,28.85,11045200,602
2021-12-14,28.125,28.93,27.68,27.809999,27.809999,15691100,603
2021-12-15,27.780001,29.07,26.67,28.67,28.67,19109400,604
2021-12-16,29.389999,29.4,26.42,26.98,26.98,20219400,605
2021-12-17,26.627001,29.23,25.799999,28.67,28.67,23234700,606
2021-12-20,27.843,28.65,27.32,27.9,27.9,12981400,607
2021-12-21,28.15,30.469999,28.15,30.309999,30.309999,14291800,608
2021-12-22,30.110001,30.709999,29.409,29.57,29.57,13469000,609
2021-12-23,29.83,30.02,28.82,29.440001,29.440001,12680500,610
2021-12-27,29.49,29.514999,27.98,28.200001,28.200001,13814800,611
2021-12-28,27.85,28.608999,27.084999,27.32,27.32,13552100,612
2021-12-29,27.181,27.23,25.959999,26.59,26.59,15330500,613
2021-12-30,26.445999,28.74,26.4,28.459999,28.459999,16469800,614
2021-12-31,28.235001,28.799999,27.434999,27.469999,27.469999,14274700,615
2022-01-03,27.844999,28.549999,26.969999,27.77,27.77,11252200,616
2022-01-04,27.75,27.870001,26.110001,26.629999,26.629999,15306200,617
2022-01-05,26.5,26.91,24.059999,24.65,24.65,22277000,618
2022-01-06,24.5,26.469999,23.209999,25.799999,25.799999,30469400,619
2022-01-07,26.02,27.98,25.790001,27.24,27.24,26266200,620
2022-01-10,26.832001,27.1,24.83,26.129999,26.129999,24335600,621
2022-01-11,25.700001,27.6,25.1,26.940001,26.940001,22672700,622
2022-01-12,27.24,27.9,25.929001,26.1,26.1,17295400,623
2022-01-13,26.1,26.540001,24.145,24.24,24.24,19915900,624
2022-01-14,24.049999,24.539,22.41,23.190001,23.190001,31809700,625
2022-01-18,22.860001,23.219999,22.120001,22.18,22.18,19270000,626
2022-01-19,22.389999,22.85,21.33,21.4,21.4,24059700,627
2022-01-20,21.756001,22.639999,20.57,20.67,20.67,20742800,628
2022-01-21,20.26,20.950001,19.33,19.459999,19.459999,34674000,629
2022-01-24,18.77,20.16,17.41,20.030001,20.030001,39538100,630
2022-01-25,19.360001,20.280001,18.725,19.32,19.32,23104900,631
2022-01-26,20.9,22.82,20.17,20.33,20.33,90381900,632
2022-01-27,20.73,21.6,19.200001,19.389999,19.389999,43106800,633
2022-01-28,19.433001,20.879999,18.889999,20.639999,20.639999,35332500,634
2022-01-31,20.700001,22.27,20.66,22.09,22.09,27295700,635
2022-02-01,22.209999,23.709999,21.709999,23.68,23.68,32944500,636
2022-02-02,23.5,23.58,21.67,21.790001,21.790001,26853600,637
2022-02-03,21.18,22.35,20.5,20.549999,20.549999,23275200,638
2022-02-04,20.629999,22.02,20.33,21.889999,21.889999,20428300,639
2022-02-07,21.85,22.848,21.17,21.5,21.5,17984000,640
2022-02-08,21.4,22.197001,21.030001,22.120001,22.120001,15950600,641
2022-02-09,22.4,23.450001,22.110001,23.42,23.42,19182900,642
2022-02-10,22.799999,24.18,22.530001,22.780001,22.780001,21193100,643
2022-02-11,22.950001,24.73,22.879999,23.33,23.33,32477600,644
2022-02-14,22.860001,23.85,22.025,22.200001,22.200001,25269200,645
2022-02-15,22.700001,23.754999,22.030001,23.73,23.73,20122200,646
2022-02-16,23.17,23.559999,22.610001,22.99,22.99,16536700,647
2022-02-17,22.690001,23.43,21.9,22.059999,22.059999,24266900,648
2022-02-18,18.995001,19.48,17.225,17.290001,17.290001,80421500,649
2022-02-22,16.625,18.959999,16.559999,18.59,18.59,44543100,650
2022-02-23,19.24,20.940001,19.049999,19.629999,19.629999,66295600,651
2022-02-24,18.34,21.870001,18.120001,21.83,21.83,39866100,652
2022-02-25,21.41,22.24,20.299999,22.200001,22.200001,28056200,653
2022-02-28,22.5,23.709999,21.76,23.68,23.68,30172700,654
2022-03-01,23.299999,25.009001,23.18,23.52,23.52,34459100,655
2022-03-02,23.85,24.15,22.030001,23.190001,23.190001,29020100,656
2022-03-03,23.516001,23.773001,20.65,20.91,20.91,34113000,657
2022-03-04,21.280001,22.110001,20.440001,20.690001,20.690001,22693800,658
2022-03-07,20.58,20.889999,18,18.049999,18.049999,29401000,659
2022-03-08,18.139999,18.48,16.889999,17.379999,17.379999,31331300,660
2022-03-09,17.99,18.379999,17.459999,17.780001,17.780001,25492200,661
2022-03-10,17.799999,17.93,16.77,17.58,17.58,31374400,662
2022-03-11,17.73,17.754999,16.055,16.110001,16.110001,27352800,663
2022-03-14,15.925,16.344999,15.12,15.26,15.26,25551800,664
2022-03-15,15.3,16.219999,14.97,16.129999,16.129999,24409800,665
2022-03-16,16.620001,18.360001,16.33,18.32,18.32,37070300,666
2022-03-17,17.780001,19.087999,17.549999,18.99,18.99,24421100,667
2022-03-18,18.549999,19.879999,18.540001,19.620001,19.620001,21542000,668
2022-03-21,19.26,19.549999,18.35,18.790001,18.790001,20654600,669
2022-03-22,18.790001,20.16,18.681,19.41,19.41,23369300,670
2022-03-23,19.209999,19.855,18.780001,18.91,18.91,18585200,671
2022-03-24,18.959999,19.23,17.99,19.049999,19.049999,18615600,672
2022-03-25,19.040001,19.16,18.01,18.200001,18.200001,16711100,673
2022-03-28,18.389999,18.99,17.629999,18.65,18.65,24039600,674
2022-03-29,18.940001,20.93,18.709999,20.690001,20.690001,27093500,675
2022-03-30,20.290001,21.26,20.02,20.41,20.41,17465900,676
2022-03-31,20.379999,20.559999,19.459999,19.469999,19.469999,15348600,677
2022-04-01,19.57,19.959999,18.76,19.049999,19.049999,16427600,678
2022-04-04,19.389999,21.025,19.23,20.41,20.41,21704800,679
2022-04-05,20.34,20.48,19.01,19.049999,19.049999,15786200,680
2022-04-06,18.65,18.9,17.139999,17.68,17.68,22364800,681
2022-04-07,17.610001,18.040001,16.485001,17.200001,17.200001,19073500,682
2022-04-08,16.969999,17.148001,16.295,16.379999,16.379999,20291100,683
2022-04-11,16.094999,17.360001,15.905,16.870001,16.870001,21490900,684
2022-04-12,17.030001,17.85,16.24,16.41,16.41,20997700,685
2022-04-13,16.41,17.209999,16.209999,16.75,16.75,17683100,686
2022-04-14,16.76,16.870001,16.299999,16.49,16.49,16451500,687
2022-04-18,16.42,16.450001,15.561,15.98,15.98,17666600,688
2022-04-19,16.030001,17.219999,15.845,16.879999,16.879999,20319800,689
2022-04-20,16.76,16.9,15.56,15.56,15.56,21009300,690
2022-04-21,15.92,15.99,14.181,14.36,14.36,26903000,691
2022-04-22,14.42,14.715,13.73,14.03,14.03,24032800,692
2022-04-25,13.95,14.69,13.759,14.68,14.68,22899500,693
2022-04-26,14.41,14.68,13.795,13.96,13.96,20057100,694
2022-04-27,13.93,14.32,13.51,13.87,13.87,22883700,695
2022-04-28,14.07,14.33,13.06,14.1,14.1,25428400,696
2022-04-29,14.05,14.8,13.64,13.68,13.68,21999600,697
2022-05-02,13.7,15,13.49,14.99,14.99,23857200,698
2022-05-03,14.852,15.56,14.75,15.08,15.08,23165100,699
2022-05-04,15.08,15.88,14.495,15.73,15.73,30428400,700
2022-05-05,15.55,15.564,13.88,14.44,14.44,19845800,701
2022-05-06,15,15.043,12.965,13.15,13.15,41470100,702
2022-05-09,12.715,12.88,10.92,10.99,10.99,37960100,703
2022-05-10,11.47,11.75,10.38,11.36,11.36,32385800,704
2022-05-11,11,11.7,10.22,10.27,10.27,31914700,705
2022-05-12,10.14,11.73,9.77,11.37,11.37,32161300,706
2022-05-13,11.63,12.67,11.63,12.61,12.61,31943200,707
2022-05-16,13.14,13.465,12.4,12.48,12.48,27912000,708
2022-05-17,12.86,13.87,12.66,13.86,13.86,25139200,709
2022-05-18,13.47,14.65,13.31,13.86,13.86,28695300,710
2022-05-19,13.73,14.66,13.585,14.15,14.15,25029100,711
2022-05-20,14.27,14.55,13.19,14.03,14.03,22641200,712
2022-05-23,14.01,14.31,13.56,13.94,13.94,17321900,713
2022-05-24,13.71,14.12,13.31,13.51,13.51,19925100,714
2022-05-25,13.44,14.28,13.403,14.13,14.13,17223400,715
2022-05-26,13.99,14.63,13.9,14.24,14.24,18740400,716
2022-05-27,14.43,14.869,14.245,14.72,14.72,19052700,717
2022-05-31,14.71,14.785,13.16,13.55,13.55,49496800,718
2022-06-01,13.59,13.84,13.28,13.51,13.51,17530700,719
2022-06-02,13.47,14.415,13.419,14.26,14.26,21014900,720
2022-06-03,13.92,13.95,12.64,12.72,12.72,28943000,721
2022-06-06,12.86,13.36,12.655,13.08,13.08,19539900,722
2022-06-07,12.74,13.09,12.56,12.95,12.95,16145100,723
2022-06-08,12.83,14.655,12.8,14.33,14.33,29928700,724
2022-06-09,14.19,14.59,13.75,13.82,13.82,19620100,725
2022-06-10,13.35,13.88,13.015,13.1,13.1,23004600,726
2022-06-13,12.28,12.6,10.93,11.03,11.03,21620700,727
2022-06-14,11.14,11.84,10.61,11.61,11.61,17492700,728
2022-06-15,11.63,12.55,11.57,12.23,12.23,22534400,729
2022-06-16,11.73,11.86,10.515,10.72,10.72,21022800,730
2022-06-17,10.84,11.62,10.775,11.42,11.42,17556400,731
2022-06-21,11.725,12.5,11.632,12.17,12.17,20143500,732
2022-06-22,11.87,13.03,11.87,12.52,12.52,18560700,733
2022-06-23,12.62,13.23,12.55,13.08,13.08,24425700,734
2022-06-24,13.27,14.19,13.23,14.15,14.15,24426800,735
2022-06-27,14.255,14.38,13.28,13.6,13.6,15179800,736
2022-06-28,13.82,14.21,12.65,12.76,12.76,16189300,737
2022-06-29,12.56,12.773,12.242,12.41,12.41,11051200,738
2022-06-30,12.185,12.31,11.435,11.67,11.67,17939900,739
2022-07-01,11.75,12.085,11.481,11.77,11.77,14142700,740
2022-07-05,11.61,12.98,11.26,12.97,12.97,21412300,741
2022-07-06,12.86,13.34,12.31,12.37,12.37,16542800,742
2022-07-07,12.31,13.125,12.165,13.1,13.1,15452600,743
2022-07-08,12.71,13.2,12.535,12.74,12.74,15168400,744
2022-07-11,12.53,12.64,11.37,11.43,11.43,17568800,745
2022-07-12,11.51,12.01,11.3,11.85,11.85,14878600,746
2022-07-13,11.29,12.04,11.215,11.72,11.72,14166800,747
2022-07-14,11.55,11.69,11.123,11.22,11.22,16083800,748
2022-07-15,11.45,12.915,11.36,12.86,12.86,32407900,749
2022-07-18,13.18,13.505,12.81,13,13,24185600,750
2022-07-19,13.26,13.63,13.17,13.49,13.49,16169500,751
2022-07-20,13.54,14.61,13.52,14.28,14.28,19621700,752
2022-07-21,14.09,14.42,13.92,14.27,14.27,11663100,753
2022-07-22,14.44,14.55,13.16,13.53,13.53,18510400,754
2022-07-25,13.465,13.72,13.22,13.39,13.39,11189300,755
2022-07-26,13.06,13.16,12.56,12.65,12.65,12157200,756
2022-07-27,13.1,13.69,12.87,13.68,13.68,13610100,757
2022-07-28,13.67,14.01,13.15,13.73,13.73,11609400,758
2022-07-29,13.53,13.765,13.15,13.73,13.73,13384300,759
2022-08-01,13.58,14.27,13.28,14.11,14.11,13682100,760
2022-08-02,13.85,15.578,13.75,15.37,15.37,26099400,761
2022-08-03,15.75,16.91,15.46,16.82,16.82,23566500,762
2022-08-04,16.9,16.950001,15.98,16.360001,16.360001,25667400,763
2022-08-05,17.799999,19.530001,17.25,17.959999,17.959999,57136200,764
2022-08-08,17.940001,19.290001,17.92,18.43,18.43,31818100,765
2022-08-09,18,18.75,17.52,17.889999,17.889999,19500100,766
2022-08-10,18.74,19.379999,18.190001,19.35,19.35,24278700,767
2022-08-11,19.9,20.299999,18.52,18.540001,18.540001,28115600,768
2022-08-12,19.07,20.700001,18.85,20.67,20.67,37340300,769
2022-08-15,20.305,21.120001,20.219999,20.799999,20.799999,21002500,770
2022-08-16,20.52,21.450001,20.379999,20.66,20.66,21481300,771
2022-08-17,20.41,21.049999,20.08,20.57,20.57,24073700,772
2022-08-18,20.67,20.68,19.444,19.58,19.58,21127300,773
2022-08-19,18.99,19.1,17.985001,18.139999,18.139999,26744500,774
2022-08-22,17.41,18.014999,17.030001,17.24,17.24,19140800,775
2022-08-23,17.370001,17.719999,17.02,17.059999,17.059999,14490800,776
2022-08-24,17.059999,17.889999,16.945,17.450001,17.450001,14615900,777
2022-08-25,17.684,17.969999,17.25,17.43,17.43,14897000,778
2022-08-26,17.450001,17.629999,16.370001,16.530001,16.530001,16473100,779
2022-08-29,16.27,16.92,16.16,16.5,16.5,14027700,780
2022-08-30,16.76,17.030001,16.059999,16.379999,16.379999,15356400,781
2022-08-31,16.68,16.889999,15.875,16.059999,16.059999,12476800,782
2022-09-01,15.78,15.97,15.07,15.96,15.96,15511400,783
2022-09-02,16.290001,16.34,15.26,15.49,15.49,16391300,784
2022-09-06,15.83,15.945,15.15,15.68,15.68,15792600,785
2022-09-07,15.635,16.469999,15.629,16.360001,16.360001,14852000,786
2022-09-08,16.040001,17.040001,16.02,16.99,16.99,16916300,787
2022-09-09,17.325001,17.729,17.1,17.629999,17.629999,17769900,788
2022-09-12,17.85,18.32,17.5,18.200001,18.200001,23635300,789
2022-09-13,17.379999,18.030001,17.045,17.35,17.35,24297200,790
2022-09-14,17.290001,18.42,17.149,18.4,18.4,24624600,791
2022-09-15,18.254999,19.790001,18.17,19.219999,19.219999,30347800,792
2022-09-16,18.690001,19.1,18.360001,18.6,18.6,26590700,793
2022-09-19,18.370001,18.780001,18.27,18.67,18.67,13534900,794
2022-09-20,18.5,18.690001,17.450001,17.469999,17.469999,19373400,795
2022-09-21,17.299999,17.719999,16.684999,16.719999,16.719999,18588900,796
2022-09-22,16.51,16.780001,15.485,15.58,15.58,16244400,797
2022-09-23,15.37,15.65,14.57,14.98,14.98,15357500,798
2022-09-26,15.14,15.68,14.57,14.59,14.59,17089100,799
2022-09-27,15.03,15.89,14.875,15.32,15.32,19710600,800
2022-09-28,15.37,16.02,15.1,15.88,15.88,18360100,801
2022-09-29,15.56,15.759,14.92,15.33,15.33,17791900,802
2022-09-30,15.06,15.819,14.94,15.14,15.14,14684900,803
2022-10-03,15.43,15.59,14.62,15.4,15.4,12607400,804
2022-10-04,16.120001,17,16.075001,16.85,16.85,19716200,805
2022-10-05,16.41,16.870001,16.07,16.700001,16.700001,17726900,806
2022-10-06,16.450001,17.040001,15.95,16.040001,16.040001,18365200,807
2022-10-07,16.99,17.450001,16.18,16.57,16.57,39454500,808
2022-10-10,16.32,16.34,14.25,14.28,14.28,37035400,809
2022-10-11,14.17,14.47,12.585,13.68,13.68,39832100,810
2022-10-12,13.42,13.69,12.8,13.49,13.49,21782700,811
2022-10-13,12.75,13.5,12.44,13.22,13.22,28071100,812
2022-10-14,13.42,13.8,12.345,12.48,12.48,21337500,813
2022-10-17,12.88,13.55,12.83,13.15,13.15,17847000,814
2022-10-18,13.8,13.89,13.24,13.55,13.55,18722700,815
2022-10-19,13.35,13.49,12.93,13.14,13.14,13509600,816
2022-10-20,13.1,13.715,13.04,13.31,13.31,13615200,817
2022-10-21,13.12,13.62,12.875,13.21,13.21,25762600,818
2022-10-24,13.105,13.15,12.45,13.07,13.07,15419700,819
2022-10-25,13.12,14.165,13.12,14.1,14.1,17077000,820
2022-10-26,13.86,15.27,13.794,14.6,14.6,20322300,821
2022-10-27,14.805,15.3,14.48,14.62,14.62,14526300,822
2022-10-28,14.74,15.17,14.46,15.12,15.12,13706200,823
2022-10-31,15.21,16.01,15.04,15.8,15.8,20675500,824
2022-11-01,16.33,16.77,16.030001,16.450001,16.450001,21875700,825
2022-11-02,16.83,17.25,15.85,15.92,15.92,26479300,826
2022-11-03,15.75,16.030001,15.22,15.67,15.67,22034900,827
2022-11-04,13.25,14.02,11.12,11.31,11.31,79047400,828
2022-11-07,11.56,11.88,10.85,11.8,11.8,33859700,829
2022-11-08,11.92,12.907,11.76,12.55,12.55,32758400,830
2022-11-09,12,12.28,11.4,11.66,11.66,26101400,831
2022-11-10,12.6,13.68,12.4,13.64,13.64,31840600,832
2022-11-11,13.68,15.005,13.51,14.88,14.88,25570500,833
2022-11-14,14.59,15.25,14.43,14.74,14.74,15626800,834
2022-11-15,15.24,15.77,15.06,15.42,15.42,15989000,835
2022-11-16,15.08,15.42,14.64,14.86,14.86,16429900,836
2022-11-17,14.382,15.19,14.22,14.9,14.9,10359900,837
2022-11-18,15.64,15.84,14.96,15.05,15.05,17724800,838
2022-11-21,14.83,15.255,13.37,14.29,14.29,41140900,839
2022-11-22,14.31,14.71,13.965,14.69,14.69,11117700,840
2022-11-23,14.82,15.4,14.71,15.34,15.34,10958600,841
2022-11-25,15.18,15.22,14.91,15.14,15.14,5359300,842
2022-11-28,14.31,14.87,14.22,14.5,14.5,12625700,843
2022-11-29,14.685,15.07,14.365,14.44,14.44,11320700,844
2022-11-30,14.57,15.37,14.42,15.32,15.32,17280500,845
2022-12-01,15.4,15.76,14.9,15.52,15.52,11798900,846
2022-12-02,15.03,15.53,14.9,15.49,15.49,12099900,847
2022-12-05,15.42,15.87,14.74,14.83,14.83,9863600,848
2022-12-06,14.915,14.96,13.97,14.2,14.2,10278300,849
2022-12-07,14.09,14.28,13.705,13.9,13.9,8118400,850
2022-12-08,14.14,14.755,13.86,14.61,14.61,10399600,851
2022-12-09,14.46,14.745,13.875,13.96,13.96,10912100,852
2022-12-12,13.58,14.51,13.46,14.31,14.31,14407700,853
2022-12-13,15.23,15.47,13.5,13.77,13.77,21712300,854
2022-12-14,13.694,14.46,13.34,13.55,13.55,13798900,855
2022-12-15,13.23,13.37,12.58,12.63,12.63,13460300,856
2022-12-16,12.52,12.64,11.98,12.12,12.12,18662800,857
2022-12-19,11.96,12.105,11.55,11.66,11.66,10035700,858
2022-12-20,11.665,12.03,11.5,11.83,11.83,11987000,859
2022-12-21,12.02,12.19,11.75,11.77,11.77,9002600,860
2022-12-22,11.66,11.717,11.065,11.6,11.6,14300100,861
2022-12-23,11.6,11.756,11.365,11.53,11.53,8163300,862
2022-12-27,11.39,11.42,10.85,10.91,10.91,8961000,863
2022-12-28,10.86,11.12,10.694,11.05,11.05,9422700,864
2022-12-29,11.19,11.66,11.13,11.27,11.27,10456400,865
2022-12-30,11.01,11.46,10.94,11.39,11.39,11399300,866
2023-01-03,11.66,11.76,10.98,11.05,11.05,9132300,867
2023-01-04,11.25,11.82,11.085,11.71,11.71,10221500,868
2023-01-05,11.48,11.65,11.22,11.48,11.48,6736300,869
2023-01-06,11.53,11.79,11.14,11.63,11.63,8601100,870
2023-01-09,11.85,12.29,11.76,12.07,12.07,15138600,871
2023-01-10,11.975,12.73,11.83,12.71,12.71,11489800,872
2023-01-11,12.87,13.21,12.66,13.07,13.07,12018200,873
2023-01-12,13.28,13.65,12.81,13.63,13.63,10507700,874
2023-01-13,13.39,14.21,13.37,14.11,14.11,10146200,875
2023-01-17,14.12,14.36,13.85,14.17,14.17,10146800,876
2023-01-18,14.54,14.71,13.805,13.89,13.89,12369800,877
2023-01-19,13.695,13.779,13.41,13.44,13.44,9032800,878
2023-01-20,13.63,14.01,13.51,13.88,13.88,10660400,879
2023-01-23,14,14.6,13.87,14.56,14.56,13583000,880
2023-01-24,14.36,15,14.32,14.92,14.92,10150300,881
2023-01-25,14.54,14.656,13.88,14.55,14.55,12766500,882
2023-01-26,14.91,15.04,14.01,14.3,14.3,12383400,883
2023-01-27,14.26,15.3,14.19,15.04,15.04,15616800,884
2023-01-30,14.87,15.309,14.64,14.65,14.65,11629400,885
2023-01-31,14.87,15.235,14.56,14.99,14.99,11350200,886
2023-02-01,15.04,16.59,15.03,16.48,16.48,20518600,887
2023-02-02,17.049999,17.5,16.620001,17.02,17.02,19723100,888
2023-02-03,16.280001,17.655001,16.190001,16.870001,16.870001,15694200,889
2023-02-06,16.51,17.014999,16.4,16.950001,16.950001,9746400,890
2023-02-07,16.940001,17.690001,16.674999,17.530001,17.530001,19779600,891
2023-02-08,17.530001,17.99,17.440001,17.67,17.67,12161000,892
2023-02-09,17.34,17.871,16.381001,16.530001,16.530001,14420900,893
2023-02-10,16.23,16.365,15.56,15.99,15.99,14631700,894
